val_loss	loss	learning_rate	batch_size	epochs	kappa
1825.1757303873699	1801.7733346444588	0.001	10	120	0.01
1824.9743058946397	1799.9719453034577	0.001	10	120	0.01
1823.7329881456162	1799.2712741427952	0.001	10	120	0.01
1817.155988905165	1796.4535821985316	0.001	10	120	0.01
1818.9812232123481	1797.5662457501446	0.001	10	120	0.01
1818.9591979980469	1797.186279296875	0.001	10	120	0.01
1822.178936428494	1792.9953907154224	0.001	10	120	0.01
1814.6349589029949	1792.745751840097	0.001	10	120	0.01
1818.3301120334202	1793.1940544976128	0.001	10	120	0.01
1815.5934617784287	1790.254045839663	0.001	10	120	0.01
1815.5276777479385	1793.7287699381511	0.001	10	120	0.01
1816.3527492947048	1790.859858194987	0.001	10	120	0.01
1813.227342393663	1790.4536296703197	0.001	10	120	0.01
1818.6497480604385	1786.8011282461662	0.001	10	120	0.01
1816.1676025390625	1790.6214057074653	0.001	10	120	0.01
1812.9637756347656	1786.3132770679615	0.001	10	120	0.01
1810.3397454155815	1785.7257390905309	0.001	10	120	0.01
1816.5067189534504	1785.7740998444733	0.001	10	120	0.01
1814.6007809109158	1787.1937334979023	0.001	10	120	0.01
1813.6656273735894	1788.4455747251156	0.001	10	120	0.01
1816.0088297526042	1784.008374814634	0.001	10	120	0.01
1816.2786237928603	1784.881312052409	0.001	10	120	0.01
1809.4144117567275	1783.3321849681713	0.001	10	120	0.01
1812.4714253743489	1785.219792118779	0.001	10	120	0.01
1815.4371100531685	1784.1718586109303	0.001	10	120	0.01
1812.89552476671	1782.3254467999493	0.001	10	120	0.01
1814.2301720513237	1784.6037105984158	0.001	10	120	0.01
1811.217068142361	1786.4529989737052	0.001	10	120	0.01
1811.5654517279731	1785.636861730505	0.001	10	120	0.01
1814.434326171875	1783.7067339861835	0.001	10	120	0.01
1814.9858618842231	1782.9033310501663	0.001	10	120	0.01
1814.2759348551433	1783.234738385236	0.001	10	120	0.01
1810.4444630940754	1781.5316201669198	0.001	10	120	0.01
1812.6365458170574	1778.2701167353878	0.001	10	120	0.01
1810.5267706976997	1779.9083472357856	0.001	10	120	0.01
1815.5950046115452	1779.73030033818	0.001	10	120	0.01
1811.5944196912978	1780.3267217565465	0.001	10	120	0.01
1807.246827867296	1777.317513925058	0.001	10	120	0.01
1812.10693359375	1777.2580594663266	0.001	10	120	0.01
