ProbeID	experiment_0	experiment_1	experiment_2	experiment_3	experiment_4	experiment_5	experiment_6	experiment_7	experiment_8	experiment_9	experiment_10	experiment_11	experiment_12	experiment_13	experiment_14	experiment_15	experiment_16	experiment_17	experiment_18	experiment_19	experiment_20	experiment_21	experiment_22	experiment_23	experiment_24	experiment_25	experiment_26	experiment_27	experiment_28	experiment_29	experiment_30	experiment_31	experiment_32	experiment_33	experiment_34	experiment_35	experiment_36	experiment_37	experiment_38	experiment_39	experiment_40	experiment_41	experiment_42	experiment_43	experiment_44	experiment_45	experiment_46	experiment_47	experiment_48	experiment_49	experiment_50	experiment_51	experiment_52	experiment_53	experiment_54	experiment_55	experiment_56	experiment_57	experiment_58	experiment_59	experiment_60	experiment_61	experiment_62	experiment_63	experiment_64	experiment_65	experiment_66	experiment_67	experiment_68	experiment_69	experiment_70	experiment_71	experiment_72	prop DEGs	gene id
PA3145_wbpL_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	1	0	0	0	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	1	1	1	1	0.0	0	1	0	0	1	0	0	0	0	0.0	0.0	0	0.0	1	0	0	1	0	0.0	0	0.0	0	1	0.0	1	0	0	0.0	1	0	0	0	1.0			0.0	0.0		0.0			0.2465753424657534	PA3145
PA3146_wbpK_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	1	0	0	1	1	0	0	0.0	0.0	1	0.0	1	0	0	0.0	1	0	1	1	0.0	0	1	0	0	1	1	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	1.0	1	0	0	0	1.0						0.0			0.2465753424657534	PA3146
PA3147_wbpJ_at	0	0	0	0	0	0.0	1	0.0	0	0.0	0	0	1	0	0	0	1	0	0	0.0	1.0	1	1.0	1	0	0	0.0	1	1	1	1	0.0	0	1	0	0	1	1	0	0	0	0.0	0.0	0	0.0	1	0	0	1	1	0.0	0	0.0	0	1	1.0	1	0	0	1.0	1	0	0	0	1.0						0.0			0.3150684931506849	PA3147
PA3148_wbpI_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	1	0	0	0	1	0	0	0.0	1.0	1	0.0	1	0	0	0.0	1	1	1	1	0.0	0	1	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	1	0.0	0	0.0	0	0	1.0	1	0	0	1.0	0	0	0	0							0.0			0.2465753424657534	PA3148
PA3149_wbpH_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	1	0	0	0	1	1	0	0.0	0.0	1	1.0	1	0	0	0.0	1	1	1	1	0.0	0	1	0	0	1	1	0	0	0	0.0	0.0	0	0.0	0	0	0	1	1	0.0	0	0.0	0	0	1.0	1	0	0	1.0	0	0	0	0							0.0			0.2602739726027397	PA3149
PA3150_wbpG_at	0	0	0	0	0	0.0	0	0.0	0	0.0	1	1	1	0	0	1	1	0	0	0.0	1.0	1	1.0	1	0	0	0.0	1	1	1	1		0	1	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0	0	0	1	1	0.0	0	0.0	0	1	1.0	1	0	0	1.0	0	0	0	0	1.0						0.0			0.3013698630136986	PA3150
PA3151_hisF2_at	0	0	0	0	0	0.0	0	0.0	0	0.0	1	1	1	0	0	0	1	0	0	0.0	0.0	1	0.0	1	0	0	0.0	1	1	1	1	0.0	0	1	0	0	1	1	0	0	0	0.0	0.0	0	0.0	1	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	1.0	1	0	0	0							0.0			0.273972602739726	PA3151
PA3152_hisH2_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	1	0	0	0	1	0	0	0.0	1.0	1	0.0	1	0	0	0.0	1	1	1	1	0.0	0	1	0	0	1	1	0	0	0	0.0	0.0	0	0.0	0	0	0	1	1	0.0	0	0.0	0	1	1.0	1	0	0	1.0	0	0	0	0							0.0			0.2465753424657534	PA3152
PA3153_wzx_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	1	1	0	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0							0.0			0.1095890410958904	PA3153
PA3154_wzy_at	1	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	1	1	0	0	0.0	1.0	0	0.0	1	0	0		0	0	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	0.0	1	0	0	0							0.0			0.1780821917808219	PA3154
PA3155_wbpE_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	1	0	1	0	1	0	0	0.0	1.0	1	0.0	1	0	0	0.0	1	0	1	0	0.0	0	1	0	0	0	1	0	0	0	0.0	0.0	0	0.0	1	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	0.0	1	0	0	0	1.0						0.0			0.2328767123287671	PA3155
PA3156_wbpD_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	1	0	0	0	1	0	0	0.0	1.0	0	0.0	1	0	0	0.0	1	1	1	0	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	0.0	0	0	0	0	1.0						0.0			0.1917808219178082	PA3156
PA3157_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	1	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	1	0	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	0.0	1	0	0	0.0	1	0	0	0	1.0						0.0			0.2054794520547945	PA3157
PA3158_wbpB_at	0	0	0	0	0	0.0	1	0.0	0	0.0	0	1	1	0	0	0	1	0	0	0.0	1.0	0	0.0	1	0	0	0.0	1	1	1	0	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	1	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	1.0	1	0	0	0	1.0						0.0			0.2465753424657534	PA3158
PA3159_wbpA_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	1	0	0	0	1	0	0	0.0	1.0	0	0.0	1	0	0	0.0	1	1	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	1	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	0.0	0	0	0	0	1.0						0.0			0.2054794520547945	PA3159
PA3160_wzz_at	0	0	0	0	0	0.0	0	0.0	0	1.0	0	0	1	0	0	1	1	0	0	0.0	1.0	0	0.0	1	0	0	1.0	1	0	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	1	0.0	0	0.0	0	1	1.0	1	0	0	1.0	1	0	0	0	1.0						0.0			0.2602739726027397	PA3160
PA3161_himD_at	1	0	1	1	0	0.0	0	0.0	1	0.0	0	1	0	0	0	0	1	1	0	0.0	1.0	0	0.0	1	1	0	0.0	1	0	1	0	1.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2465753424657534	PA3161
PA3162_rpsA_at	1	0	1	1	0	1.0	1	0.0	1	1.0	0	1	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	1	1	1	1	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3835616438356164	PA3162
PA3163_cmk_at	1	0	1	0	0	0.0	0	0.0	1	1.0	0	1	1	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	1	1	1	0.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	1.0	0	0.0	0	1	0.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3013698630136986	PA3163
PA3164_at	1	0	1	0	0	0.0	0	0.0	1	1.0	0	1	1	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	0	0	0	1.0	0	0	0	0										0.2465753424657534	PA3164
PA3165_hisC2_at	0	0	0	0	0	0.0	0	0.0	0	1.0	0	1	1	0	0	0	0	1	1	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	1	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	0.0	0	0	0	1.0	1	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2465753424657534	PA3165
PA3166_pheA_at	0	0	1	0	0	0.0	0	0.0	0	0.0	1	1	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	1	1	0	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2465753424657534	PA3166
PA3167_serC_at	1	0	1	0	0	0.0	0	0.0	0	0.0	1	1	0	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	1	1	0	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2328767123287671	PA3167
PA3168_gyrA_at	0	0	1	0	0	0.0	1	0.0	1	1.0	0	1	1	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	1	1	1	1	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2876712328767123	PA3168
PA3169_at	1	0	0	1	0	0.0	0	0.0	1	1.0	1	1	0	0	1	1	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	0	0	1	1	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3150684931506849	PA3169
PA3170_at	0	0	0	0	0	0.0	0	0.0	0	1.0	0	0	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	1	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	1	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1506849315068493	PA3170
PA3171_ubiG_at	1	0	1	1	0	0.0	0	0.0	0	0.0	1	1	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	1.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.273972602739726	PA3171
PA3172_at	1	0	1	0	0	0.0	0	0.0	1	1.0	1	0	1	0	0	1	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	0	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2876712328767123	PA3172
PA3173_at	0	0	0	1	0	0.0	0	0.0	1	1.0	0	0	0	0	0	1	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2054794520547945	PA3173
PA3174_at	0	0	1	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	1	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	1.0	0	0.0	0	0	1.0	1	0	0	0.0	0	0	0	0	0.0			0.0	0.0	0.0		0.0	0.0	0.2054794520547945	PA3174
PA3175_at	0	0	1	0	0	0.0	0	0.0	1	1.0	0	0	0	0	0	1	0	1	1	0.0	1.0	0	0.0	1	1	0	0.0	0	1	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	1.0			0.0	0.0			0.0	0.0	0.2054794520547945	PA3175
PA3176_gltS_at	1	0	1	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0		0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0			0.0	0.0	1.0		0.0		0.136986301369863	PA3176
PA3177_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	1	1	0	1	1	1	1	1	0.0	0.0	0	0.0	1	0	0	1.0	0	1	1	0	1.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.273972602739726	PA3177
PA3178_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	1	1	1	1	0.0	0	0	0	0	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0			0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1917808219178082	PA3178
PA3179_at	1	0	0	1	0	0.0	0	0.0	1	1.0	0	1	1	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	0	0	1	1	1.0	0	1	0	1	0	0	0	0	0	0.0	1.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3424657534246575	PA3179
PA3180_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	1	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0	0.0	1	0	1	1	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1506849315068493	PA3180
PA3181_at	0	0	1	0	0	0.0	1	0.0	1	1.0	1	0	0	0	0	0	1	1	1	1.0	1.0	1	0.0	1	0	0	1.0	1	0	1	1	0.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	1.0	0	0	0	0	0	0.0	1	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3287671232876712	PA3181
PA3182_at	1	0	1	0	0	0.0	1	0.0	0	1.0	0	1	1	0	0	0	1	1	1	1.0	0.0	1	0.0	1	0	0	0.0	1	0	1	1	0.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	1.0	0	0	0	0	0	0.0	1	0.0	0	1	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3287671232876712	PA3182
PA3183_zwf_at	1	0	0	1	0	0.0	1	0.0	0	1.0	0	1	1	0	0	0	1	1	1	1.0	1.0	1	0.0	1	0	0	0.0	1	1	1	0	1.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	1.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3561643835616438	PA3183
PA3184_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	1	0	1	0	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	1	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1232876712328767	PA3184
PA3185_at	1	0	0	0	0	0.0	0	0.0	1	1.0	1	1	0	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2191780821917808	PA3185
PA3186_oprB_s_at	0	0	1	0	0	0.0	1	0.0	1	0.0	1	0	1	0	1	0	1	1	1	1.0	1.0	0	0.0	1	0	0	0.0	1	1	1	1	0.0	0	0	0	1	0	0	0	0	0	1.0	0.0	0	0.0	0	1	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3561643835616438	PA3186
PA3187_at	1	0	1	0	0	0.0	1	0.0	1	0.0	0	1	0	0	0	0	1	1	1	1.0	1.0	0	0.0	1	0	0	1.0	1	1	1	1	1.0	0	0	0	0	0	0	0	0	0	1.0	0.0	0	0.0	0	1	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	0.0	0.0	0.0			1.0	0.3424657534246575	PA3187
PA3188_at	1	0	1	0	0	0.0	1	0.0	1	0.0	1	0	1	0	0	1	1	1	1	1.0	1.0	0	0.0	1	0	0	1.0	1	1	1	1	1.0	0	0	0	1	1	0	0	0	0	1.0	0.0	0	0.0	0	1	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	1.0	1.0	1.0	0.0	0.0				1.0	0.3972602739726027	PA3188
PA3189_at	1	0	0	0	0	0.0	1	0.0	0	0.0	1	1	1	0	0	1	1	1	1	1.0	1.0	0	0.0	1	0	0	1.0	0	0	1	1	0.0	0	1	0	1	0	0	0	0	0	1.0	0.0	0	0.0	0	1	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	1.0	1.0	1.0	0.0	0.0				1.0	0.3424657534246575	PA3189
PA3190_at	1	0	1	1	0	0.0	1	0.0	1	0.0	1	1	1	0	0	0	1	1	1	1.0	1.0	0	0.0	1	0	0	1.0	1	1	1	1	1.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0	0.0	0	1	0	1	0	0.0	0	0.0	0	0	0.0	1	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0		0.0	1.0	0.3972602739726027	PA3190
PA3191_at	0	0	0	0	0	0.0	0	0.0	0	0.0	1	0	0	0	0	1	0	1	0	1.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	1.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1506849315068493	PA3191
PA3192_gltR_at	0	0	1	0	0	0.0	0	0.0	0	0.0	0	1	1	0	0	1	1	1	1	1.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	1.0	0	0	0	0	0	0.0	1	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2465753424657534	PA3192
PA3193_glk_at	0	0	0	0	0	0.0	1	0.0	0	0.0	1	1	0	0	0	1	0	1	1	1.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2465753424657534	PA3193
PA3194_edd_at	1	0	0	0	0	0.0	1	0.0	1	1.0	0	1	1	0	0	1	1	1	1	1.0	0.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	1.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	0	0	0	1.0	1	0	0	0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3424657534246575	PA3194
PA3195_gapA_at	1	0	0	1	0	0.0	1	0.0	1	1.0	0	1	0	0	0	1	1	1	1	1.0	1.0	0	0.0	1	0	0	1.0	1	1	1	1	1.0	0	1	0	1	1	0	0	0	0	0.0	0.0	0	1.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	1.0	1	0	0	0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.4383561643835616	PA3195
PA3196_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	0	0	0	1	0	1	0	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0821917808219178	PA3196
PA3197_at	0	0	0	0	0	0.0	0	0.0	0	1.0	0	1	0	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.136986301369863	PA3197
PA3198_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	0	0	0	1	1	0	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1917808219178082	PA3198
PA3199_at	0	0	0	0	0	0.0	0	0.0	1	0.0	1	0	1	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1506849315068493	PA3199
PA3200_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	1	1	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	1	0	1	0	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1780821917808219	PA3200
PA3201_at	1	0	1	0	0	0.0	0	0.0	0	0.0	0	1	0	0	0	1	1	1	0	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1506849315068493	PA3201
PA3202_at	0	0	1	0	0	0.0	1	0.0	0	0.0	0	0	0	0	0	0	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1232876712328767	PA3202
PA3203_at	1	0	1	0	0	0.0	0	0.0	0	0.0	1	0	0	0	0	0	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1780821917808219	PA3203
PA3204_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	0	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1095890410958904	PA3204
PA3205_at	0	0	1	0	0	1.0	1	0.0	1	0.0	1	1	1	0	0	0	1	1	0	1.0	1.0	1	0.0	1	0	0	0.0	0	0	1	0	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	0.0	0	1	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3287671232876712	PA3205
PA3206_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	1	0	0	0	0	0	1	0	0.0	0.0	1	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	1	0	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1643835616438356	PA3206
PA3207_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	1	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0			0.0	0.0	1.0		0.0	0.0	0.1643835616438356	PA3207
PA3208_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	0	1	0	0	0	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	1	0	1	0	1.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1780821917808219	PA3208
PA3209_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	1	0	0	1	0	1	0	1.0	0.0	0	0.0	1	0	0		0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0			0.0	0.0					0.1506849315068493	PA3209
