	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA14_05890	PA14_05890	3.34063422307083e-08	5859.0	2.3198712123537404	2.3198712123537404	0.49687287456032103	5468.0	92.81833616298812	0.04	0.4241473889750415	0.32308973860396045	25	5.867483850059548
PA14_04180	PA14_04180	3.3358925595412903e-10	5858.0	2.2784994859408103	2.2784994859408103	0.16864496450307098	5882.0	99.84719864176571	0.28	0.8640611767580738	0.5819205519492737	25	2.4306381763709104
PA14_01710	PA14_01710	4.0229415929273703e-19	5857.0	2.26388972688643	-2.26388972688643	0.509236157506845	2565.0	43.531409168081495	0.0	0.18781549500580305	0.17680624097773825	25	11.742086820012345
PA14_33520	PA14_33520	8.62269289717204e-11	5856.0	2.2494431805713395	2.2494431805713395	0.2755920713127915	5576.0	94.65195246179967	0.041666666666666664	0.32905110594422904	0.22679779172978706	24	8.467419633940336
PA14_42460	PA14_42460	5.47369609571079e-08	5855.0	2.23975474155361	-2.23975474155361	0.498414096027752	4704.0	79.84719864176571	0.0	0.28115314106461353	0.2208077349975625	25	8.870167526108709
PA14_33550	PA14_33550	7.640124482941759e-07	5854.0	2.23675480602056	2.23675480602056	0.643339303374095	5467.0	92.80135823429542	0.0	0.3259840958083408	0.24828314265184886	25	7.695934125062881
PA14_33590	PA14_33590	1.12854586008208e-09	5853.0	2.17946400515062	2.17946400515062	0.697045768315496	4484.0	76.11205432937182	0.0	0.30187935961299533	0.2582861238374855	25	7.269398052212079
PA14_09540	PA14_09540	4.464337800420319e-16	5852.0	2.1765945239908002	-2.1765945239908002	0.151606911716451	5586.0	94.82173174872666	0.0	0.3126749233327962	0.19191443937611963	25	9.71224263644404
PA14_33570	PA14_33570	8.07159788905312e-08	5851.0	2.12155579928239	2.12155579928239	0.7027650474524979	5482.0	93.05602716468591	0.04	0.3502191075698352	0.227689989417997	25	7.779598462981636
PA14_23770	PA14_23770	0.0669522728539521	5850.0	2.1089369693127797	2.1089369693127797	0.6907211842581551	3665.0	62.20713073005094	0.0	0.20751936384144418	0.1560386362868902	25	12.185556415498397
PA14_33600	PA14_33600	4.7414791386485204e-17	5849.0	2.0656283059668503	2.0656283059668503	0.530398162926401	4608.0	78.21731748726656	0.0	0.24049761322959648	0.20410623479532233	25	8.942062424342375
PA14_37440	PA14_37440	0.000176994827574176	5848.0	2.05896855397356	2.05896855397356	0.9249675928299751	2219.0	37.65704584040748	0.0	0.21361527568265543	0.18931857306316827	25	9.747344111215025
PA14_56680	PA14_56680	1.6220215726092399e-18	5847.0	2.0474048250903603	2.0474048250903603	0.233949228002484	4405.0	74.77079796264856	0.0	0.2047381071820987	0.1849646002860706	25	9.96226691517377
PA14_67350	PA14_67350	5.42924604014815e-07	5846.0	2.04250632486314	-2.04250632486314	0.23517715322625302	5394.0	91.56196943972836	0.0	0.3073454217788731	0.22026000721868283	25	7.877784646404422
PA14_37510	PA14_37510	0.0889562351890052	5845.0	2.03560323318347	2.03560323318347	0.859227275164188	3460.0	58.726655348047544	0.0	0.22731715079285186	0.19858617454238253	25	9.105800474567737
PA14_09450	PA14_09450	0.00038869201101685296	5844.0	2.03453001978571	-2.03453001978571	0.138884429852108	5752.0	97.64006791171478	0.04	0.4148754738915021	0.25728801133926416	25	6.2951030538243975
PA14_11320	PA14_11320	6.59778281155556e-09	5843.0	1.9987542292949798	1.9987542292949798	0.13491261892083198	5691.0	96.60441426146011	0.0	0.3953586703354993	0.2400515860666506	25	6.679379150256044
PA14_33560	PA14_33560	1.0205535717258399e-10	5842.0	1.9769386218767802	1.9769386218767802	0.555741208345271	5166.0	87.69100169779287	0.0	0.2765779428050331	0.23662894117648403	25	7.185768024054056
PA14_09530	PA14_09530	6.585568040830281e-16	5841.0	1.9727135772291398	-1.9727135772291398	0.0701253032497732	5496.0	93.29371816638371	0.0	0.3542045456168241	0.2395987147698748	25	6.755082276492303
PA14_28980	PA14_28980	9.279456773051941e-05	5840.0	1.9684959581603403	-1.9684959581603403	0.832668984378521	4810.0	81.64685908319186	0.0	0.2755197724933198	0.18236898534783785	25	9.283246174989436
PA14_56690	PA14_56690	1.1115124005858798e-08	5839.0	1.91750816953756	1.91750816953756	0.8108860066537379	4382.0	74.38030560271648	0.04	0.30059039002730403	0.3381684615768201	25	4.781397330699771
PA14_37520	PA14_37520	0.00782025136920346	5838.0	1.88987290627049	1.88987290627049	0.88456359889009	3927.0	66.65534804753821	0.0	0.2522843125889736	0.2243861893407422	25	7.298081038288646
PA14_33540	PA14_33540	1.4191615265130099e-05	5837.0	1.88902231052383	1.88902231052383	0.664955042784232	5211.0	88.45500848896435	0.0	0.2859756149130657	0.19257481277251223	25	8.32428017211387
PA14_33580	PA14_33580	2.81108450099438e-06	5836.0	1.8626469424332	1.8626469424332	0.739716920151896	5326.0	90.4074702886248	0.04	0.3089269103288322	0.2368250630806851	25	6.560623322097557
PA14_05775	PA14_05775	0.663410101934316	5835.0	1.86177092055525	1.86177092055525	0.952093970896704	5579.0	94.70288624787777	0.0	0.34740765089846115	0.3299533408372196	25	4.58962853903604
PA14_49460	PA14_49460	7.91370699904506e-08	5834.0	1.85826817201146	-1.85826817201146	0.14691755736754902	4614.0	78.31918505942275	0.0	0.25700034475951816	0.21755179180832065	25	7.360398247892981
PA14_09150	PA14_09150	5.73749999839391e-08	5833.0	1.8311570640036101	-1.8311570640036101	0.46961562523611	2371.0	40.2376910016978	0.0	0.1883829892876189	0.15953131791159347	25	10.297502059290688
PA14_10480	PA14_10480	0.00023227963621722997	5832.0	1.81523188825524	-1.81523188825524	0.9074281825508229	281.0	4.753820033955858	0.04	0.15571004492989363	0.22916872039051034	25	7.24148496573822
PA14_42440	PA14_42440	6.03509534669829e-15	5831.0	1.81304153877925	-1.81304153877925	0.16984615403710399	4995.0	84.78777589134127	0.0	0.2645833413635668	0.16912243833331406	25	9.155841251318247
PA14_25180	PA14_25180	5.968891704748879e-11	5830.0	1.81096651209986	-1.81096651209986	0.431043831630448	3214.0	54.550084889643465	0.0	0.20942751158516745	0.2075823401842688	25	7.715198697023177
PA14_23680	PA14_23680	1.5830623121603902e-11	5829.0	1.80984809841627	-1.80984809841627	0.0579188046720878	5544.0	94.10865874363328	0.08	0.41288578112111796	0.3014701621545589	25	4.633832772408673
PA14_73020	PA14_73020	0.000301545331737238	5828.0	1.8062287091975502	1.8062287091975502	0.427585430442432	5824.0	98.86247877758915	0.04	0.5296097687544499	0.33470051920480465	25	3.814212608561661
PA14_09520	PA14_09520	7.031688068066889e-20	5827.0	1.8016266284003501	-1.8016266284003501	0.00537723511460013	5767.0	97.89473684210527	0.0	0.3820643618313078	0.20768987290967506	25	6.8350095586336765
PA14_37210	PA14_37210	0.21082797260273103	5826.0	1.7994566236774499	-1.7994566236774499	0.123969534394112	5677.0	96.36672325976231	0.08	0.4476634716600586	0.3957638950041283	25	3.4156555690945245
PA14_20890	PA14_20890	1.2966921974340702e-10	5825.0	1.78040980529192	1.78040980529192	0.00460321403991252	5734.0	97.33446519524618	0.04	0.44603299334655366	0.32275123981487425	25	4.134381676460009
PA14_10560	PA14_10560	5.0693964176979805e-12	5824.0	1.7746678908198703	-1.7746678908198703	0.416163909269293	4359.0	73.98981324278438	0.0	0.22312239635198325	0.14856302993971873	25	10.443685048005857
PA14_36330	PA14_36330	2.33464307514893e-05	5823.0	1.7602861805324	-1.7602861805324	0.287322544795467	5420.0	92.00339558573855	0.0	0.27752746937616235	0.18265184389562855	25	8.11795095812731
PA14_68440	PA14_68440	0.000176994827574176	5822.0	1.7576719161035002	-1.7576719161035002	0.588120800510041	3894.0	66.09507640067912	0.0	0.19952567902277762	0.1379865676868778	25	11.292013876426743
PA14_21520	PA14_21520	4.896419166339849e-12	5821.0	1.74187701047274	-1.74187701047274	0.896683395800277	1020.0	17.30050933786078	0.0	0.12247456978999391	0.11128524546050043	25	14.551816226685114
PA14_24860	PA14_24860	2.67791236811287e-05	5820.0	1.73460103644781	-1.73460103644781	0.5531498840644821	5122.0	86.9439728353141	0.0	0.2965583244308847	0.2325983770569599	25	6.182513954793286
PA14_12610	PA14_12610	0.00606218278306873	5819.0	1.72996137950598	1.72996137950598	0.873493580207678	2695.0	45.73853989813243	0.0	0.16647791212082885	0.1383540743307143	25	11.300595771743465
PA14_30050	PA14_30050	0.00036877448900714	5818.0	1.7194272364558998	-1.7194272364558998	0.41451221631167406	2934.0	49.79626485568761	0.0	0.22242999427005208	0.21546385428719397	25	6.947788282810929
PA14_37530	PA14_37530	0.00878215351500617	5817.0	1.71115053313519	1.71115053313519	0.8603775033325091	4914.0	83.4125636672326	0.04	0.24994758794405378	0.26942276750177196	25	5.423457559805246
PA14_52800	PA14_52800	0.00392860051796439	5816.0	1.69999464498698	-1.69999464498698	0.381247546661572	2487.0	42.207130730050935	0.0	0.14994964932118848	0.10926027935351927	25	14.186720049017197
PA14_37745	PA14_37745	2.0203462696690803e-05	5815.0	1.69479665972824	-1.69479665972824	0.0111248097529785	5838.0	99.10016977928693	0.0	0.4520951144237052	0.25081031784525976	25	4.954746503177088
PA14_53940	PA14_53940	0.000180997487950022	5814.0	1.6893301588311398	-1.6893301588311398	0.518937373419618	3193.0	54.193548387096776	0.0	0.17891239756866598	0.11797745665981729	25	12.80259639447641
PA14_62300	PA14_62300	5.90147716729199e-06	5813.0	1.6794085649652901	-1.6794085649652901	0.46724587853989796	5156.0	87.52122241086587	0.0	0.29078745923887517	0.21969150974155632	25	6.32077729066535
PA14_42450	PA14_42450	2.5356195145360303e-15	5812.0	1.67403483077528	-1.67403483077528	0.15449669206576402	4710.0	79.94906621392191	0.0	0.2671084906063095	0.20405567489519966	25	6.894816039257666
PA14_09440	PA14_09440	0.0011623644558930802	5811.0	1.65293796020143	-1.65293796020143	0.04945198824269	5797.0	98.40407470288625	0.04	0.43831870236181203	0.27134608602935206	25	4.476273365919234
PA14_02510	PA14_02510	7.4274506066508595e-09	5810.0	1.64930824561303	1.64930824561303	0.387125938864642	5747.0	97.55517826825128	0.04	0.44915453839604425	0.35878773708224115	25	3.345024322673233
PA14_13130	PA14_13130	1.4488947654168402e-10	5809.0	1.6364967321785602	-1.6364967321785602	0.0558182337195671	5426.0	92.10526315789474	0.0	0.3431298471830727	0.23992946879503624	25	5.3906128809061284
PA14_60570	PA14_60570	4.67532509733022e-09	5808.0	1.6255333009630901	-1.6255333009630901	0.362280076477995	3674.0	62.359932088285234	0.04	0.2328663249400212	0.2610643989114653	25	5.334572549263462
PA14_36650	PA14_36650	0.0012040158128700802	5807.0	1.59749499356976	-1.59749499356976	0.47978332687439396	5529.0	93.85398981324279	0.08	0.43679358286052855	0.5309401731691954	25	2.1861246697174472
PA14_65170	PA14_65170	0.000123066207112249	5806.0	1.5933309510482299	-1.5933309510482299	0.46281443750383006	2818.0	47.82682512733447	0.0	0.16777512265405836	0.12688849510675912	25	11.23471302260117
PA14_09220	PA14_09220	0.0007191867383933401	5805.0	1.59251535418578	-1.59251535418578	0.0722976531835546	5842.0	99.16808149405773	0.08	0.5535503761632616	0.3260829929365879	25	3.1861979941547025
PA14_35160	PA14_35160	2.1186117012626e-07	5804.0	1.5903367217402602	-1.5903367217402602	0.670692565620918	4463.0	75.75551782682513	0.0	0.2509933584782974	0.17273778561593367	25	7.753621238608833
PA14_04270	PA14_04270	7.41737623832145e-08	5803.0	1.58718262292234	1.58718262292234	0.26469798050752397	5600.0	95.05942275042446	0.0	0.3704425687778836	0.2583177693951013	25	4.710245280429905
PA14_41960	PA14_41960	1.02827817694515e-08	5802.0	1.57272981346517	1.57272981346517	0.179456398288666	5877.0	99.76230899830222	0.08	0.685148659564194	0.36680580817031866	25	2.4197576323242025
PA14_63940	PA14_63940	5.09844069467032e-05	5801.0	1.57135777045282	1.57135777045282	0.48029858064505704	5527.0	93.8200339558574	0.04	0.38732761786738124	0.2616970816445344	25	4.524430097366229
PA14_72260	PA14_72260	7.75156938716963e-09	5800.0	1.56895328923857	1.56895328923857	0.0129422456172157	5134.0	87.14770797962649	0.04	0.35867710077418363	0.3614301655327936	25	3.3485754756531922
PA14_17720	PA14_17720	1.3670776150499197e-13	5799.0	1.5676549215527498	1.5676549215527498	0.14631234518426503	5758.0	97.74193548387098	0.12	0.54276938264051	0.451357236079485	25	2.270674882304878
PA14_08890	PA14_08890	9.06111141219601e-05	5798.0	1.55752021229306	-1.55752021229306	0.338499738309597	3142.0	53.327674023769106	0.0	0.1703081714448497	0.11244221071385467	25	12.33711105501489
PA14_56590	PA14_56590	3.8879287052097406e-08	5797.0	1.55693315450721	1.55693315450721	0.0568476432871644	5292.0	89.83022071307302	0.04	0.3206420522145168	0.2583583957024966	25	4.785178739522366
PA14_09040	PA14_09040	4.8968693240752505e-05	5796.0	1.5569153760265202	-1.5569153760265202	0.252942754360254	4390.0	74.51612903225806	0.0	0.23128841807116643	0.2010236414554408	25	6.594383368829751
PA14_20900	PA14_20900	4.75773720780454e-09	5795.0	1.55543463982903	1.55543463982903	0.597816988807342	2832.0	48.06451612903226	0.04	0.2707081517735937	0.3278152433342395	25	3.9190565850091748
PA14_36320	PA14_36320	1.70442459960898e-06	5794.0	1.5436991747535402	-1.5436991747535402	0.21651147842057	5389.0	91.47707979626486	0.0	0.28437592297313286	0.15947704281664515	25	7.896580156858587
PA14_02520	PA14_02520	2.86881491172521e-10	5793.0	1.52192635644965	1.52192635644965	0.0255178512576489	5722.0	97.13073005093379	0.04	0.4694555000065433	0.40801985628649445	25	2.5794598969323337
PA14_53950	PA14_53950	0.000549406398806267	5792.0	1.5182500550202	-1.5182500550202	0.40752725652139293	4184.0	71.01867572156198	0.0	0.23129482517898073	0.13925903571447953	25	9.241448666066034
PA14_12590	PA14_12590	0.26695825168014803	5791.0	1.5176886611317097	1.5176886611317097	0.949002154616313	1069.0	18.132427843803057	0.0	0.11591980503465138	0.08022300552501457	25	17.47340238530416
PA14_46650	PA14_46650	0.0033729752707337	5790.0	1.5075775164101801	-1.5075775164101801	0.8102071245533929	4996.0	84.80475382003397	0.04	0.3340681335431121	0.28564808810495945	25	4.108234683635866
PA14_43850	PA14_43850	1.99990647061055e-06	5789.0	1.50197485237618	-1.50197485237618	0.0472634462620318	5506.0	93.46349745331071	0.0	0.3662796282376203	0.2478338826144094	25	4.582485704368048
PA14_24980	PA14_24980	1.05938181234971e-07	5788.0	1.49806231442979	-1.49806231442979	0.239565891478584	4879.0	82.81833616298812	0.0	0.2888923907687681	0.20899672291520777	25	5.785592744205827
PA14_29720	PA14_29720	6.46669771532696e-11	5787.0	1.49431480337466	1.49431480337466	0.132583830051094	5303.0	90.01697792869271	0.0	0.23835036609392254	0.17829659440922685	25	7.044242440200761
PA14_08920	PA14_08920	0.000183268794470866	5786.0	1.4934355502951397	-1.4934355502951397	0.100966300687392	3487.0	59.18505942275043	0.0	0.23213661250941742	0.15588521468330957	25	8.091203135256471
PA14_42400	PA14_42400	2.33887276001745e-07	5785.0	1.48945279238006	-1.48945279238006	0.61904690222923	3867.0	65.63667232597624	0.0	0.21487579614650534	0.21088687300933057	25	6.04388968381717
PA14_22380	PA14_22380	0.30404447056793105	5784.0	1.4889199866172502	-1.4889199866172502	0.931568154078676	1650.0	27.996604414261462	0.0	0.1441000359957159	0.12155370372593438	25	11.063586788385182
PA14_48810	PA14_48810	3.72647655197163e-09	5783.0	1.4850370862435902	1.4850370862435902	0.7005612773384461	2795.0	47.436332767402384	0.0	0.17630854556742062	0.13880174546042373	25	9.428761405953102
PA14_08760	PA14_08760	0.000144383390789348	5782.0	1.48437390062215	-1.48437390062215	0.17969964505904198	3617.0	61.39219015280136	0.0	0.18815523719218694	0.10709228594398598	25	12.103753804526526
PA14_16290	PA14_16290	1.3279907792898e-09	5781.0	1.47748014266709	-1.47748014266709	0.458241420217577	5040.0	85.55178268251274	0.0	0.2675930091234004	0.20394432444581573	25	5.932438359495189
PA14_24140	PA14_24140	6.85147906399855e-06	5780.0	1.4671934015854902	1.4671934015854902	0.8284258089528341	906.0	15.365025466893039	0.0	0.11506545432868771	0.12292663733698313	25	10.999470713171519
PA14_68200	PA14_68200	7.617358187832671e-06	5779.0	1.4632090961540902	-1.4632090961540902	0.175272442712427	4844.0	82.22410865874365	0.0	0.23083383647053665	0.1109656548183848	25	11.105916165687093
PA14_18120	PA14_18120	0.16745520817662	5778.0	1.46215508472386	-1.46215508472386	0.11177111521007199	5649.0	95.89134125636673	0.0	0.4045790825104957	0.2438448728646103	25	4.337085253379763
PA14_42430	PA14_42430	1.86120269898345e-11	5777.0	1.45556650921215	-1.45556650921215	0.42909743107993603	4145.0	70.35653650254669	0.0	0.17458284777848587	0.10614465121178497	25	12.068282733133515
PA14_65180	PA14_65180	0.000565595765033376	5776.0	1.45448541338732	-1.45448541338732	0.23364315366643398	4036.0	68.50594227504244	0.0	0.2017837117357758	0.134140976359544	25	9.338695271561706
PA14_72060	PA14_72060	0.0196100992068468	5775.0	1.45357499752083	1.45357499752083	0.0819908447932079	5871.0	99.66044142614602	0.08	0.5947522008202664	0.38849076644941083	25	2.210664630590131
PA14_62330	PA14_62330	0.00024516254326932004	5774.0	1.45292732317377	-1.45292732317377	0.38190474916213296	5323.0	90.35653650254669	0.0	0.3037964619331301	0.23124862395457388	25	4.969244104416264
PA14_30810	PA14_30810	9.08464779821977e-05	5773.0	1.4511706880688997	1.4511706880688997	0.17837010167779396	5739.0	97.41935483870968	0.04	0.46689424196434787	0.24814765405769532	25	3.96649506860018
PA14_09030	PA14_09030	0.000148856316761779	5772.0	1.44923799195463	-1.44923799195463	0.11854980650179402	5173.0	87.80984719864178	0.0	0.26746982398243024	0.2057439166477701	25	5.7438790280023975
PA14_19940	PA14_19940	0.000354494996947362	5771.0	1.44619973169963	1.44619973169963	0.82864477883829	3506.0	59.50764006791172	0.0	0.2091732078564322	0.19917269962173148	25	6.210823703211117
PA14_60710	PA14_60710	5.23264201030442e-06	5770.0	1.4261825792636	-1.4261825792636	0.840395029659178	1213.0	20.577249575551782	0.0	0.1708280254022268	0.1622871413788721	25	7.735391376021895
PA14_44350	PA14_44350	7.39314850624831e-05	5769.0	1.4252744611823	1.4252744611823	0.00479246818914684	5789.0	98.26825127334466	0.08	0.4834156636820208	0.35625239830992655	25	2.6437963701254765
PA14_05840	PA14_05840	4.81203890138761e-05	5768.0	1.4244358384409899	-1.4244358384409899	0.254377582927262	4564.0	77.47028862478778	0.0	0.28316680634495744	0.2127296291208749	25	5.364880467344551
PA14_10570	PA14_10570	0.00046236582197650705	5767.0	1.42289272479061	-1.42289272479061	0.8113161894839149	3833.0	65.05942275042446	0.0	0.23796945746712314	0.2343056174328409	25	5.057169692754472
PA14_28970	PA14_28970	0.00130339975313599	5766.0	1.42151374653286	-1.42151374653286	0.753797585457629	5108.0	86.7062818336163	0.0	0.30889347768654896	0.21337299770449014	25	5.214438006758611
PA14_59790	PA14_59790	5.23264201030442e-06	5765.0	1.42044649522581	1.42044649522581	0.0140985203559732	5769.0	97.92869269949067	0.04	0.45801102960430745	0.27791078996870844	25	3.4631093874759906
PA14_70190	PA14_70190	0.005178324276384779	5764.0	1.42008238663113	-1.42008238663113	0.378887187614973	3187.0	54.09168081494058	0.0	0.17951696142975468	0.19034167847724523	25	6.5175711127801215
PA14_31370	PA14_31370	6.995599370469591e-07	5763.0	1.41844801636746	-1.41844801636746	0.296338690151268	4847.0	82.27504244482174	0.04	0.35744393740749897	0.38228787322102686	25	2.775406057273812
PA14_18140	PA14_18140	0.315762196964924	5762.0	1.4178313787620198	-1.4178313787620198	0.0921258737697217	5793.0	98.33616298811546	0.08	0.5163078097360956	0.31487202408384674	25	2.863142801107853
PA14_30630	PA14_30630	1.65118320749492e-05	5761.0	1.4162888372298998	-1.4162888372298998	0.0929499694865579	5296.0	89.8981324278438	0.0	0.28099928669396335	0.19173098925499488	25	5.921262676144882
PA14_62990	PA14_62990	1.42749197902231e-07	5760.0	1.41481931928819	-1.41481931928819	0.0240370704444928	5613.0	95.28013582342955	0.04	0.35719154124175423	0.28386285051733556	25	3.725840757671974
PA14_06290	PA14_06290	0.00221162415584002	5759.0	1.41188235745268	-1.41188235745268	0.5912647295624439	1585.0	26.893039049235995	0.0	0.1423939731542228	0.10538079709430966	25	12.046676617584694
PA14_42410	PA14_42410	1.38807440175093e-07	5758.0	1.41151166672342	-1.41151166672342	0.811936466683934	1895.0	32.15619694397284	0.0	0.15185373034641145	0.12935589626640742	25	9.737924383305677
PA14_12210	PA14_12210	1.8075665398181198e-05	5757.0	1.40908286744041	-1.40908286744041	0.732109801314532	984.0	16.689303904923598	0.0	0.1518265752248175	0.14150705691254925	25	8.884760376244495
PA14_07980	PA14_07980	0.0005358518492703981	5756.0	1.40778629342042	1.40778629342042	0.31575897167246697	4740.0	80.4584040747029	0.0	0.29558775005432153	0.2189189135411425	25	5.080413224127742
PA14_19380	PA14_19380	8.35864998389967e-09	5755.0	1.40738914871418	1.40738914871418	0.0656986975451833	5619.0	95.38200339558574	0.04	0.38613280927001253	0.20225490081033487	25	5.049352749191742
