	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA14_34030	PA14_34030	0.0014868354097239	5383.0	0.9232722010628399	-0.9232722010628399	0.517993098617513	4837.0	82.10526315789474	0.0	0.2766099372619536	0.16409633562094972	25	3.9407477403677547
PA14_20570	PA14_20570	0.009975093498778141	5382.0	0.9232038257282009	-0.9232038257282009	0.759221891728117	2123.0	36.027164685908325	0.0	0.18192480630161093	0.17673418025093415	25	4.194316110070462
PA14_01730	PA14_01730	0.00018006273759056101	5381.0	0.922617230444722	0.922617230444722	0.38967293256965	3300.0	56.01018675721563	0.04	0.22947800665799584	0.28479771027646605	25	2.4337949315458487
PA14_60400	PA14_60400	0.0401694024644785	5380.0	0.92203969785851	-0.92203969785851	0.328603818041172	3829.0	64.99151103565366	0.0	0.2166930210720282	0.14832887304997938	25	4.7552891239780095
PA14_53050	PA14_53050	0.152221275437529	5379.0	0.9217971687164721	-0.9217971687164721	0.226839564892237	4820.0	81.81663837011885	0.0	0.2843861436339543	0.20372505696135448	25	3.1287806938909393
PA14_25195	PA14_25195	0.006098801700329329	5378.0	0.9216446534171461	-0.9216446534171461	0.6836644670006861	1889.0	32.05432937181664	0.0	0.13061594758141293	0.11489871754251446	25	6.884573846901635
PA14_19500	PA14_19500	0.109565267258635	5377.0	0.9213784061533961	0.9213784061533961	0.815157013726112	4902.0	83.20882852292021	0.04	0.32751231718636825	0.41787948793910595	25	1.4211419945397437
PA14_49480	PA14_49480	0.0226960122079098	5376.0	0.9210984412089049	-0.9210984412089049	0.479464423391188	2518.0	42.73344651952462	0.0	0.17122041987615624	0.13025964906110424	25	5.756794423582273
PA14_62590	PA14_62590	0.0223196732471458	5375.0	0.919115285693948	-0.919115285693948	0.6667387363957329	2212.0	37.53820033955858	0.04	0.20432041234552667	0.24715605239906968	25	2.892079179976059
PA14_44430	PA14_44430	0.000320006050766309	5374.0	0.9187064242563451	0.9187064242563451	0.627621988859285	1740.0	29.524617996604416	0.0	0.13265054531345732	0.08421277435663738	25	9.33416438240089
PA14_64370	PA14_64370	0.261803895169202	5373.0	0.918063007434884	-0.918063007434884	0.8320805525005859	3771.0	64.00679117147709	0.0	0.1992509835491311	0.15685976741846674	25	4.5825136407867
PA14_40960	PA14_40960	0.00445061487915199	5372.0	0.9177029422521421	-0.9177029422521421	0.524596874151008	2752.0	46.7062818336163	0.0	0.16455672385964829	0.1373302650530433	25	5.484196932858128
PA14_62940	PA14_62940	0.00606630295235467	5371.0	0.9175086049703829	-0.9175086049703829	0.367575335427239	3688.0	62.597623089983024	0.0	0.2011130989452835	0.1566587053480563	25	4.572969656767229
PA14_59840	PA14_59840	0.0628841481281297	5370.0	0.9158636930584109	0.9158636930584109	0.00255397466632489	5772.0	97.97962648556877	0.08	0.5184510606268807	0.39348617961400933	25	1.0099786295451914
PA14_53590	PA14_53590	0.000314567484619423	5369.0	0.9157482548897029	-0.9157482548897029	0.493841805326625	3799.0	64.48217317487267	0.0	0.18953830185514003	0.1767908549714914	25	4.107734832504026
PA14_72390	PA14_72390	0.000718552068675494	5368.0	0.914570965073587	-0.914570965073587	0.469982809005687	2925.0	49.64346349745332	0.0	0.15197366299056972	0.07374129443876548	25	10.341523130113691
PA14_00250	PA14_00250	0.00024516254326932004	5367.0	0.914566632854625	-0.914566632854625	0.627621988859285	2489.0	42.241086587436335	0.0	0.13596488722786496	0.09309478565846441	25	8.36353765809404
PA14_09550	PA14_09550	0.0008939587252105301	5366.0	0.9145287179362019	-0.9145287179362019	0.41786046803307203	4186.0	71.05263157894737	0.0	0.20897822358742052	0.13379924974397103	25	5.273202171902113
PA14_36280	PA14_36280	0.0134889645544068	5365.0	0.914509030486426	-0.914509030486426	0.8379778050768649	3832.0	65.04244482173175	0.0	0.20122856046169635	0.15001009728835962	25	4.754883057329224
PA14_60520	PA14_60520	0.0126373338980892	5364.0	0.9130284655650079	0.9130284655650079	0.5366815597771121	4936.0	83.78607809847199	0.04	0.25110598698222414	0.22717602952990704	25	2.9136985973057676
PA14_53040	PA14_53040	0.00020990253119858998	5363.0	0.9129980210606808	-0.9129980210606808	0.743906547898248	1112.0	18.862478777589136	0.0	0.12500979930928885	0.09872171935713905	25	7.981913472361021
PA14_03670	PA14_03670	0.0129229451182783	5362.0	0.9117550912974991	-0.9117550912974991	0.610798820099574	4063.0	68.96434634974534	0.0	0.21000586585171077	0.1591768945016797	25	4.408612365775129
PA14_05820	PA14_05820	0.00870855598947399	5361.0	0.911494049317999	-0.911494049317999	0.144181683994675	5290.0	89.79626485568761	0.0	0.31221164289117304	0.2306952962644624	25	2.5977226936600655
PA14_22740	PA14_22740	0.0150438344671378	5360.0	0.910599657989109	0.910599657989109	0.654494806698395	3798.0	64.46519524617997	0.0	0.19460514458241499	0.1631664228763065	25	4.388124105346579
PA14_50440	PA14_50440	0.000821541183461384	5359.0	0.9105493832227579	0.9105493832227579	0.758760054739441	2093.0	35.51782682512734	0.0	0.1475047753466449	0.1032490149464351	25	7.390333053269085
PA14_71000	PA14_71000	0.00115681971577138	5358.0	0.9093193267359609	-0.9093193267359609	0.609687845196162	3201.0	54.32937181663838	0.0	0.17644270387036357	0.1251136841550645	25	5.857685574643285
PA14_65660	PA14_65660	0.0109310454847136	5357.0	0.908919564899063	-0.908919564899063	0.23814032206757002	3918.0	66.50254668930391	0.0	0.19981755324215192	0.16227539315196698	25	4.3697445304776075
PA14_14740	PA14_14740	0.0169273081015777	5356.0	0.9079809513205391	-0.9079809513205391	0.48672679134600805	2388.0	40.526315789473685	0.0	0.1646656649476723	0.13132966666788964	25	5.659919081745517
PA14_37320	PA14_37320	0.0564848901050228	5355.0	0.9063330508801011	-0.9063330508801011	0.7072747155591249	5192.0	88.13242784380306	0.0	0.31662194431064583	0.20629363711222606	25	2.858600559980654
PA14_58120	PA14_58120	0.253376600709738	5354.0	0.906149242541903	-0.906149242541903	0.677366112609068	3470.0	58.89643463497454	0.04	0.237906864287275	0.24383101470899873	25	2.740596306225215
PA14_27210	PA14_27210	0.0177003675271509	5353.0	0.905556711587972	-0.905556711587972	0.599491650573387	1177.0	19.9660441426146	0.0	0.15412754161572603	0.18358472891468042	25	4.093091916819873
PA14_06930	PA14_06930	0.00429181564551912	5352.0	0.9052338828630029	0.9052338828630029	0.500861088913871	5638.0	95.70458404074704	0.04	0.35864791175823213	0.25894913271487163	25	2.110785100433665
PA14_58420	PA14_58420	0.00656014784558162	5351.0	0.904185542219782	-0.904185542219782	0.219846316563403	4384.0	74.41426146010187	0.0	0.26189974893723983	0.18813913654492345	25	3.4138872170765944
PA14_08740	PA14_08740	0.018916609453483002	5350.0	0.9039212996851079	-0.9039212996851079	0.184202896257078	3997.0	67.84380305602717	0.0	0.21762911498007995	0.179983852966456	25	3.813076414321088
PA14_36900	PA14_36900	0.00246851544742669	5349.0	0.902933755651868	0.902933755651868	0.794362199310088	3390.0	57.53820033955858	0.0	0.1769405962459841	0.11569436250272377	25	6.275095378037904
PA14_07870	PA14_07870	0.0011601505367734599	5348.0	0.902873248823451	-0.902873248823451	0.163182856044048	5383.0	91.37521222410867	0.0	0.3310460934760341	0.26581364549382747	25	2.1512332607495708
PA14_04940	PA14_04940	0.020899104821867	5347.0	0.902477099547067	-0.902477099547067	0.629283884404042	3263.0	55.38200339558574	0.0	0.19432768863093813	0.15584210868378034	25	4.5440184100244485
PA14_39810	PA14_39810	0.0709293301254731	5346.0	0.9016235525600679	-0.9016235525600679	0.702905035644244	5516.0	93.63327674023769	0.0	0.2972154751589117	0.19341481253520665	25	3.124931692039553
PA14_44690	PA14_44690	0.00312716235217725	5345.0	0.899534027068519	0.899534027068519	0.642299095032905	2842.0	48.23429541595926	0.0	0.13062586346922786	0.08349001709077954	25	9.209582060131208
PA14_48530	PA14_48530	0.0198820868088851	5344.0	0.8995216297500122	0.8995216297500122	0.7454171481762409	2115.0	35.89134125636673	0.04	0.25772924969182454	0.40860959623746723	25	1.5706737824267936
PA14_36680	PA14_36680	0.117460856230156	5343.0	0.899314742941539	-0.899314742941539	0.700227464804871	5404.0	91.73174872665535	0.0	0.33093825804906307	0.28604023823356917	25	1.9870508023712459
PA14_60450	PA14_60450	0.0369692480621537	5342.0	0.8990878039239371	-0.8990878039239371	0.470879657620033	2862.0	48.573853989813244	0.0	0.14976998728413718	0.1234342399301553	25	6.070583146651998
PA14_16310	PA14_16310	0.00481128361172929	5341.0	0.898940853445156	-0.898940853445156	0.856658783356514	3683.0	62.512733446519526	0.0	0.16635492176630023	0.13599869463256967	25	5.386712965577335
PA14_51430	PA14_51430	0.0133922461795475	5340.0	0.8987906971784559	-0.8987906971784559	0.526391638227227	2692.0	45.68760611205433	0.0	0.19439081890186938	0.17106641719969903	25	4.117698200543279
PA14_11170	PA14_11170	0.00433844280721508	5339.0	0.8982925855468591	-0.8982925855468591	0.8195913554561891	3367.0	57.14770797962649	0.0	0.1785076863955615	0.15572881925857548	25	4.6220404327098334
PA14_43900	PA14_43900	0.0951551593514013	5338.0	0.896160339443129	-0.896160339443129	0.302792150282057	3081.0	52.29202037351443	0.0	0.19148325959700344	0.14125836557123694	25	4.988568832695117
PA14_04930	PA14_04930	5.60145844094124e-06	5337.0	0.8956136449982041	-0.8956136449982041	0.465932959187983	1748.0	29.66044142614601	0.0	0.10998151497672294	0.07071589569951622	25	11.10969637377945
PA14_20280	PA14_20280	0.0012229985244496802	5336.0	0.8942046380508331	0.8942046380508331	0.7754600041596791	3069.0	52.08828522920204	0.0	0.1609647497207525	0.11508708179769672	25	6.371174565178307
PA14_32540	PA14_32540	0.0012040158128700802	5335.0	0.8935028611772969	0.8935028611772969	0.447754979440017	4381.0	74.36332767402378	0.0	0.24957854326991571	0.19593798746470825	25	3.286367928135237
PA14_56850	PA14_56850	0.0187121872908534	5334.0	0.8931137112591171	-0.8931137112591171	0.16437756941511403	5260.0	89.28692699490662	0.04	0.3227270732972364	0.2720296980639831	25	2.0967807633551914
PA14_04290	PA14_04290	0.0008939587252105301	5333.0	0.8931123875801329	0.8931123875801329	0.7902140346059421	1467.0	24.889643463497453	0.0	0.14903771690896325	0.13093655457087494	25	5.682711547663398
PA14_27900	PA14_27900	0.0063659333865577605	5332.0	0.8920075114112259	-0.8920075114112259	0.869864254021927	1347.0	22.852292020373515	0.0	0.15174601738398322	0.17690548072733375	25	4.184502882464198
PA14_05860	PA14_05860	0.00143617986657399	5331.0	0.891870048819999	-0.891870048819999	0.102330386186616	5278.0	89.59252971137522	0.0	0.2951302200930954	0.2339496970624262	25	2.5507185357357907
PA14_60800	PA14_60800	0.00229149519531094	5330.0	0.8912869247483359	-0.8912869247483359	0.27508172874347603	3333.0	56.57045840407471	0.0	0.16244561495187962	0.14159030354679228	25	5.14753688310013
PA14_06680	PA14_06680	0.37113920446381704	5329.0	0.8904741582473891	-0.8904741582473891	0.548732642630511	4758.0	80.76400679117148	0.0	0.3029302948513505	0.2500211257823641	25	2.3499768731842203
PA14_36490	PA14_36490	0.487606773815347	5328.0	0.888267816015267	-0.888267816015267	0.8354327154376521	3375.0	57.283531409168084	0.0	0.2595251659862092	0.23973054293858292	25	2.6227056524463666
PA14_21580	PA14_21580	0.024579293906863	5327.0	0.8868641083995259	0.8868641083995259	0.33205210497919896	4903.0	83.22580645161291	0.08	0.44188066042412966	0.39562332786191584	25	1.1247654438888612
PA14_38110	PA14_38110	0.0359649420898074	5326.0	0.8856882887716021	-0.8856882887716021	0.175612456359894	5114.0	86.8081494057725	0.0	0.2997336290436702	0.18716936339532808	25	3.1306120248446487
PA14_41440	PA14_41440	0.00692624530596646	5325.0	0.885244481062963	0.885244481062963	0.0283002248583363	5455.0	92.59762308998303	0.0	0.31123627030642476	0.175398221453078	25	3.2725999499949046
PA14_21720	PA14_21720	0.00022820998800558598	5324.0	0.8848094966681559	-0.8848094966681559	0.916569694215626	478.0	8.098471986417657	0.0	0.10041241582850692	0.09979240399198498	25	7.860288453444306
PA14_49030	PA14_49030	0.000122103665848411	5323.0	0.8839687056389591	-0.8839687056389591	0.6154582014207299	2268.0	38.488964346349746	0.0	0.17140140878833865	0.13747906967384096	25	5.183096587292409
PA14_36710	PA14_36710	0.18082923587248498	5322.0	0.8837794630914331	-0.8837794630914331	0.21346614789085197	5592.0	94.92359932088286	0.04	0.4067054570948796	0.33342948788435434	25	1.4308092815174773
PA14_38800	PA14_38800	0.0018110207522903199	5321.0	0.883352444451323	-0.883352444451323	0.5213061996236871	5301.0	89.9830220713073	0.0	0.26033501567648115	0.16483529037404268	25	3.779636189320239
PA14_57810	PA14_57810	0.00853154439859566	5320.0	0.883174293866788	-0.883174293866788	0.299577576056945	2931.0	49.74533106960951	0.0	0.18019661713089113	0.15090038783400883	25	4.658554473095031
PA14_44030	PA14_44030	0.00429181564551912	5319.0	0.8821454910462699	-0.8821454910462699	0.306303701992164	2405.0	40.81494057724958	0.0	0.16172879681350572	0.141116398304744	25	5.105123875660491
PA14_32310	PA14_32310	0.000196657899970663	5318.0	0.8817384881537921	0.8817384881537921	0.0682873529209571	5724.0	97.16468590831919	0.04	0.43078096703382246	0.32298287835048134	25	1.3962273276622978
PA14_45300	PA14_45300	0.0261922024103765	5317.0	0.8816629473555021	-0.8816629473555021	0.370664362130376	4907.0	83.29371816638371	0.0	0.2222520775613991	0.16505864342179621	25	3.9950096288445986
PA14_67340	PA14_67340	0.11099590513432302	5316.0	0.8803816448665279	-0.8803816448665279	0.6448056430364111	3625.0	61.52801358234296	0.0	0.2500851262782181	0.21464542118652705	25	2.9364545262793267
PA14_55900	PA14_55900	0.0144309928745317	5315.0	0.8803448370613709	-0.8803448370613709	0.489881230487365	5257.0	89.23599320882853	0.04	0.3121649990212717	0.24720449443269232	25	2.298420339581652
PA14_16110	PA14_16110	3.59661333102465e-05	5314.0	0.8802019002405579	-0.8802019002405579	0.40394401479950004	4374.0	74.24448217317487	0.0	0.21626160886897275	0.14472521934778265	25	4.587592227282103
PA14_56810	PA14_56810	8.552742549258491e-05	5313.0	0.879884335791257	0.879884335791257	0.6296356296284611	4008.0	68.03056027164686	0.0	0.16420690583779066	0.11544822766312528	25	6.199120111586236
PA14_09380	PA14_09380	0.0128939957809335	5312.0	0.8798185124846899	-0.8798185124846899	0.087135747524096	5787.0	98.23429541595925	0.04	0.4377228149224287	0.292330193911139	25	1.5123162327072075
PA14_51460	PA14_51460	0.29214043987401195	5311.0	0.8798027641805629	0.8798027641805629	0.7090194883181969	5657.0	96.02716468590833	0.0	0.4117665669788	0.2553999326489869	25	1.8325619445053503
PA14_34730	PA14_34730	0.0128712460827188	5310.0	0.879706384675535	0.879706384675535	0.8549198003388199	3255.0	55.246179966044146	0.04	0.288032860793228	0.3669128016574318	25	1.6125725818493601
PA14_58390	PA14_58390	0.000267696902770814	5309.0	0.878994530567487	-0.878994530567487	0.14612233478413097	4942.0	83.88794567062818	0.0	0.24134657082623195	0.14293964186031938	25	4.4609595451789685
PA14_35550	PA14_35550	0.0916507529859334	5308.0	0.8785342303228519	-0.8785342303228519	0.932906001778397	2877.0	48.82852292020374	0.0	0.20564575578254607	0.18649610614425116	25	3.608056427836834
PA14_22220	PA14_22220	0.37699103845196097	5307.0	0.878091729812178	-0.878091729812178	0.793081491081827	4538.0	77.0288624787776	0.0	0.28835912919209755	0.24796515985617668	25	2.3782881472628405
PA14_36670	PA14_36670	0.189000380899502	5306.0	0.8780685685687171	-0.8780685685687171	0.603057147031541	4367.0	74.12563667232598	0.0	0.3163996713727128	0.286240986977974	25	1.9622238699142835
PA14_25210	PA14_25210	0.00115681971577138	5305.0	0.876963463948412	-0.876963463948412	0.80411007743818	460.0	7.792869269949066	0.0	0.1001546291959254	0.08992375304507604	25	8.638527735414868
PA14_44970	PA14_44970	0.00049649512022975	5304.0	0.875717204726355	0.875717204726355	0.4432955996844221	2741.0	46.51952461799661	0.0	0.1841766910933077	0.11371452220946392	25	6.081373778796862
PA14_24940	PA14_24940	0.00314041383413206	5303.0	0.875702324192665	-0.875702324192665	0.9133185817021809	307.0	5.195246179966045	0.0	0.12152507852527536	0.14858993656734962	25	5.075560721607499
PA14_09180	PA14_09180	0.0307677250035765	5302.0	0.87509168184037	-0.87509168184037	0.555254705950276	3217.0	54.60101867572157	0.04	0.17817962171844529	0.21035047518786837	25	3.313099528296754
PA14_44120	PA14_44120	0.0175077243697108	5301.0	0.8750326224625049	-0.8750326224625049	0.64306885991998	3127.0	53.07300509337861	0.0	0.1576902500684791	0.11897140465330663	25	6.029536042584568
PA14_55560	PA14_55560	0.0466062018215518	5300.0	0.874441610638494	-0.874441610638494	0.773828111175921	4765.0	80.88285229202037	0.0	0.22882253798178323	0.14129760583112955	25	4.569214523198052
PA14_22760	PA14_22760	0.027853981893287003	5299.0	0.874139363659236	-0.874139363659236	0.631165158461182	3720.0	63.14091680814941	0.0	0.22192530401849112	0.1780360007831176	25	3.663383005526327
PA14_62970	PA14_62970	0.000825918223921945	5298.0	0.874044456737982	-0.874044456737982	0.0826401117006684	5063.0	85.94227504244483	0.0	0.300438820496767	0.1991822744416658	25	2.8798026222419
PA14_40890	PA14_40890	0.00307197437644864	5297.0	0.871587296167229	-0.871587296167229	0.804454223185876	1008.0	17.096774193548388	0.0	0.14284791798476604	0.17281801435138044	25	4.2168021714493324
PA14_37910	PA14_37910	0.182883422370415	5296.0	0.871146992369723	-0.871146992369723	0.9352980866566558	2300.0	39.032258064516135	0.0	0.13666772689456563	0.10129528475054103	25	7.250873199912046
PA14_17410	PA14_17410	0.000325071972000678	5295.0	0.8711338559132941	-0.8711338559132941	0.615108844775572	3313.0	56.230899830220714	0.0	0.15422239324930592	0.1266929058125877	25	5.658655139889914
PA14_41380	PA14_41380	0.008452508688733821	5294.0	0.870370342352085	-0.870370342352085	0.42150230360490004	2734.0	46.40067911714771	0.0	0.14448323598691637	0.10371892804969066	25	6.998598230955527
PA14_23640	PA14_23640	0.00627527593761643	5293.0	0.870313916759414	-0.870313916759414	0.8220195607466542	2675.0	45.398981324278445	0.04	0.19248871354312777	0.21088246467185123	25	3.2142321755914254
PA14_35320	PA14_35320	0.0677504180893095	5292.0	0.8702360438335991	0.8702360438335991	0.7852720442779749	4632.0	78.62478777589135	0.0	0.24672308656802677	0.1907297696234921	25	3.2690909158880173
PA14_61290	PA14_61290	0.0349219341293537	5291.0	0.8701772647402769	-0.8701772647402769	0.48558714302922296	3126.0	53.056027164685915	0.04	0.21613706627674995	0.27596730150883375	25	2.3699916435302426
PA14_28020	PA14_28020	0.0816534200582049	5290.0	0.8689436723604159	0.8689436723604159	0.8788055085259872	5457.0	92.63157894736842	0.0	0.3152476197322234	0.16748084697924914	25	3.306026107551243
PA14_35170	PA14_35170	0.0031436620111563603	5289.0	0.8675373338203358	-0.8675373338203358	0.9267014839861271	693.0	11.748726655348047	0.0	0.13553382617758433	0.1939047561562917	25	3.7750673173418177
PA14_66230	PA14_66230	0.00232899337501793	5288.0	0.86730385723646	-0.86730385723646	0.210059454992768	4479.0	76.02716468590832	0.0	0.22724299877909668	0.19528690231790072	25	3.2775411502786325
PA14_00670	PA14_00670	0.0827356699552961	5287.0	0.8668621059420051	-0.8668621059420051	0.7597463397615001	2781.0	47.198641765704586	0.04	0.1851240500694894	0.20664332195247506	25	3.2991051897109234
PA14_05060	PA14_05060	0.00410771165823587	5286.0	0.8657081673148149	0.8657081673148149	0.471733742065724	3944.0	66.9439728353141	0.0	0.20208094296170045	0.12011960046344755	25	5.5247205434641495
PA14_57540	PA14_57540	0.000414619251776612	5285.0	0.865262038824056	-0.865262038824056	0.157389949846607	4172.0	70.81494057724959	0.0	0.23000626476209715	0.16103976941160786	25	3.944713634296654
PA14_73240	PA14_73240	0.0192874798494512	5284.0	0.864641809296096	-0.864641809296096	0.183618873652667	4549.0	77.21561969439729	0.0	0.23032489250184582	0.14975411751396903	25	4.235722712165702
PA14_21290	PA14_21290	0.0080093910634406	5283.0	0.863513314518622	0.863513314518622	0.913029269187583	1559.0	26.451612903225808	0.0	0.12511630892211884	0.09457722516240705	25	7.807344784418611
PA14_64200	PA14_64200	0.0345474151678326	5282.0	0.86319716696236	-0.86319716696236	0.369008581975086	4434.0	75.26315789473685	0.04	0.22122014688952468	0.2754002467853699	25	2.331069153228294
PA14_41250	PA14_41250	0.0204033311483721	5281.0	0.862397639692173	-0.862397639692173	0.237759402603071	3011.0	51.103565365025474	0.0	0.2191171710753383	0.21602917851751277	25	2.9777480664015306
PA14_02260	PA14_02260	0.0146226806425683	5280.0	0.8619409352815649	0.8619409352815649	0.251049375900314	4762.0	80.83191850594228	0.0	0.23963136364757456	0.1954046162561276	25	3.1847229792068728
PA14_33720	PA14_33720	0.0146226806425683	5279.0	0.8615808218855099	0.8615808218855099	0.37027689873465097	5648.0	95.87436332767403	0.04	0.3877650305704041	0.22964285773294807	25	2.063272491871298
PA14_04650	PA14_04650	0.0173390339352533	5278.0	0.861454960322543	-0.861454960322543	0.274119168524243	4198.0	71.25636672325977	0.0	0.273593954452264	0.21145857845535052	25	2.7800291204284524
PA14_18740	PA14_18740	0.00906036650699179	5277.0	0.861233416845417	-0.861233416845417	0.7293494762705479	1140.0	19.33786078098472	0.0	0.15604241518662068	0.18803558481089064	25	3.750306104921653
PA14_29650	PA14_29650	0.0898399967144525	5276.0	0.860130891123443	0.860130891123443	0.428770876742729	5504.0	93.4295415959253	0.0	0.37126673165520396	0.2742075832770943	25	1.7828250904871157
PA14_12920	PA14_12920	0.0232863239719317	5275.0	0.859909490152415	0.859909490152415	0.8870248479081679	2806.0	47.623089983022076	0.04	0.20977503757048563	0.32426230570639447	25	2.004964626294239
PA14_03870	PA14_03870	0.009857156522731541	5274.0	0.8595623716351091	0.8595623716351091	0.16827823372339004	5157.0	87.53820033955859	0.0	0.2841450222128952	0.22191187569989881	25	2.592999349887773
PA14_37590	PA14_37590	0.0255077068288888	5273.0	0.859081432802763	-0.859081432802763	0.6560468893865121	4365.0	74.09168081494059	0.0	0.23063656889285647	0.22334624069824732	25	2.8137696069797253
PA14_09470	PA14_09470	0.0693947909654445	5272.0	0.8590553439446229	-0.8590553439446229	0.0603917761369305	5681.0	96.43463497453311	0.04	0.4220977106333485	0.33220128928282217	25	1.315339968290331
PA14_43190	PA14_43190	0.00676558835243404	5271.0	0.858828712195198	-0.858828712195198	0.894614158908619	650.0	11.01867572156197	0.0	0.0961210868786244	0.067513558409068	25	11.297103030702221
PA14_07370	PA14_07370	0.00949403877666069	5270.0	0.8585112311880541	-0.8585112311880541	0.472556414332664	3984.0	67.62308998302208	0.0	0.22145125083582076	0.175782990618965	25	3.6241275569895883
PA14_25110	PA14_25110	6.84883093437129e-05	5269.0	0.857740422156466	-0.857740422156466	0.545321261694192	808.0	13.701188455008488	0.0	0.146469036232451	0.13993728481144255	25	5.082786813267188
PA14_02580	PA14_02580	0.6296066527393079	5268.0	0.8574709340680509	-0.8574709340680509	0.9337928598976821	722.0	12.241086587436332	0.0	0.15267666387942536	0.13100297281935205	25	5.3799868432032385
PA14_37340	PA14_37340	0.10490029277525502	5267.0	0.857249017524806	-0.857249017524806	0.8421388072188241	2349.0	39.86417657045841	0.0	0.19510483185822974	0.2023757989243171	25	3.2718545853113574
PA14_61530	PA14_61530	0.0685335407487905	5266.0	0.856753438364885	-0.856753438364885	0.5809415587946429	5706.0	96.8590831918506	0.0	0.3643216404114814	0.21952731117558646	25	2.2431459453331417
PA14_33840	PA14_33840	0.0261343562781097	5265.0	0.855833089719751	0.855833089719751	0.5412072205547139	4696.0	79.71137521222411	0.0	0.2617158798644995	0.19936534659809618	25	2.980042519891594
PA14_26750	PA14_26750	0.00205917140865909	5264.0	0.855291651874288	-0.855291651874288	0.5568790535122811	4958.0	84.15959252971138	0.0	0.26292878065961534	0.1907742330046555	25	3.1050465352950316
PA14_37850	PA14_37850	0.29018960285531	5263.0	0.8546751009840401	0.8546751009840401	0.963195533159979	1920.0	32.58064516129033	0.0	0.16073266191914037	0.12749395099820832	25	5.442944027004479
PA14_21230	PA14_21230	0.0376972032241635	5262.0	0.852186113587869	-0.852186113587869	0.223514570804122	4841.0	82.17317487266554	0.04	0.2858897370895559	0.304587069225146	25	1.8592265848282472
PA14_44380	PA14_44380	0.0139903779258411	5261.0	0.8516372991934059	-0.8516372991934059	0.200123174331663	3875.0	65.77249575551784	0.0	0.18913114248402618	0.1487150803195764	25	4.454868701181541
PA14_72380	PA14_72380	0.000189450616716219	5260.0	0.845740989072212	-0.845740989072212	0.7972185082392651	719.0	12.190152801358234	0.0	0.12471495366544398	0.13984073395457988	25	5.156051566784228
PA14_02530	PA14_02530	0.0388923507796268	5259.0	0.845001055925603	0.845001055925603	0.20821143432835798	5438.0	92.30899830220714	0.08	0.3867652223123781	0.2837992021234278	25	1.614648068721252
PA14_66000	PA14_66000	0.0843033831899308	5258.0	0.844543907207221	-0.844543907207221	0.680744361547585	3792.0	64.36332767402378	0.04	0.252470830258273	0.264124937683076	25	2.241640195517538
PA14_29970	PA14_29970	0.00015303896274003898	5257.0	0.8437165862355781	-0.8437165862355781	0.541289000442985	1512.0	25.653650254668932	0.0	0.167659794962399	0.14653033719269998	25	4.613766706781725
PA14_37250	PA14_37250	0.576704490700284	5256.0	0.8420639127277321	-0.8420639127277321	0.158865190738577	5382.0	91.35823429541597	0.04	0.39535044613827736	0.35068739187990733	25	1.2738224325510723
PA14_07130	PA14_07130	0.000825918223921945	5255.0	0.842056394781786	-0.842056394781786	0.24213567753147502	3805.0	64.58404074702887	0.0	0.22366956383386877	0.15068817053340153	25	4.103751666497574
PA14_63970	PA14_63970	0.0584270934056869	5254.0	0.8416615919560029	0.8416615919560029	0.751384075507734	3599.0	61.08658743633277	0.0	0.1998270038116631	0.14388539906938025	25	4.4607346700609485
PA14_63420	PA14_63420	0.6373876086236611	5253.0	0.841547168253496	-0.841547168253496	0.8995669295405642	4493.0	76.26485568760611	0.0	0.25043088630175864	0.2037338258798751	25	2.9014145265218225
PA14_71910	PA14_71910	0.00445061487915199	5252.0	0.84104011760676	0.84104011760676	0.825105559634168	461.0	7.809847198641766	0.0	0.08684827552772971	0.06372078154170722	25	11.83588499437014
PA14_67740	PA14_67740	0.17640074125829602	5251.0	0.8409413697690721	-0.8409413697690721	0.7441290287704809	2923.0	49.60950764006792	0.0	0.21391167375712342	0.2069258602706267	25	3.030214276707086
PA14_06660	PA14_06660	0.297836383641732	5250.0	0.8408437523734	-0.8408437523734	0.48029858064505704	4849.0	82.30899830220713	0.04	0.36643834494767097	0.36252897432116	25	1.3085999769095948
PA14_01340	PA14_01340	0.5250108653675689	5249.0	0.8404015578784799	0.8404015578784799	0.702511549054513	4790.0	81.30730050933786	0.04	0.3309278998362376	0.33527469374542423	25	1.5195708699359465
PA14_61710	PA14_61710	0.0119617651179093	5248.0	0.8398771074997242	-0.8398771074997242	0.558994105587249	3380.0	57.36842105263158	0.04	0.202676350386288	0.20464534125784653	25	3.113683180847903
PA14_44020	PA14_44020	0.00782025136920346	5247.0	0.8397936423230329	-0.8397936423230329	0.48747581511740296	2077.0	35.246179966044146	0.0	0.15200371533458593	0.12152013511295513	25	5.659884482099481
PA14_51730	PA14_51730	0.000301259381724809	5246.0	0.8397409897209871	-0.8397409897209871	0.558744569200745	1244.0	21.103565365025467	0.0	0.1135880893375644	0.07424607986816024	25	9.780353409538417
PA14_21840	PA14_21840	0.0212954806619087	5245.0	0.8382279828082171	0.8382279828082171	0.5056039349082371	3763.0	63.87096774193549	0.04	0.24861426848067694	0.26435675794803704	25	2.230371256268156
