val_loss	loss	learning_rate	batch_size	epochs	kappa
3301.555809726234	3286.9100314365346	0.001	10	100	0.01
3302.43829191833	3286.013442821717	0.001	10	100	0.01
3301.8188620174633	3285.6428421534847	0.001	10	100	0.01
3301.629041655725	3284.9585859320136	0.001	10	100	0.01
3298.499439912684	3282.2327318512994	0.001	10	100	0.01
3304.3384589187235	3283.213772548718	0.001	10	100	0.01
3302.260292886686	3284.7940920711903	0.001	10	100	0.01
3300.4939641872375	3282.2511288074966	0.001	10	100	0.01
3299.3049029181984	3281.729796677493	0.001	10	100	0.01
3297.7883546973476	3279.7090028912835	0.001	10	100	0.01
3299.360540309874	3283.0112092093136	0.001	10	100	0.01
3299.1781446953783	3280.226874533664	0.001	10	100	0.01
3298.8022440421482	3281.5356712769926	0.001	10	100	0.01
3302.1939481847426	3279.124091330539	0.001	10	100	0.01
3301.836224724265	3279.816540664501	0.001	10	100	0.01
3296.457558511686	3279.042664260007	0.001	10	100	0.01
3298.309683150604	3276.620135017995	0.001	10	100	0.01
3300.520577566964	3277.4976936940398	0.001	10	100	0.01
3296.4562701056984	3278.996348177449	0.001	10	100	0.01
3295.4799455915177	3276.53690295273	0.001	10	100	0.01
3299.471341173188	3277.8676065166346	0.001	10	100	0.01
3295.811297761292	3275.231264264396	0.001	10	100	0.01
3297.5863375623685	3274.0516995204966	0.001	10	100	0.01
3301.1387375262607	3273.4390875998506	0.001	10	100	0.01
